R$ 9.999,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.251")>,
R$ 3.027,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.267")>,
R$ 3.172,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.283")>,
R$ 7.862,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.299")>,
R$ 4.260,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.315")>,
R$ 3.168,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.331")>,
R$ 7.693,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.347")>,
R$ 6.183,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.363")>,
R$ 9.249,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.379")>,
R$ 6.638,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.395")>,
R$ 4.944,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.411")>,
R$ 8.732,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.427")>,
R$ 8.434,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.443")>,
R$ 2.802,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.459")>,
R$ 9.691,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.475")>,
R$ 3.208,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.491")>,
R$ 8.033,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.507")>,
R$ 10.561,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.523")>,
R$ 4.772,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.539")>,
R$ 4.371,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.555")>,
R$ 7.071,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.571")>,
R$ 7.922,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.587")>,
R$ 7.920,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.603")>,
R$ 10.181,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.619")>,
R$ 6.266,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.635")>,
R$ 8.048,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.651")>,
R$ 8.491,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.667")>,
R$ 5.889,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.683")>,
R$ 6.062,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.699")>,
R$ 7.141,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.715")>,
R$ 6.548,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.731")>,
R$ 9.783,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.747")>,
R$ 10.490,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.763")>,
R$ 12.394,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.779")>,
R$ 7.450,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.795")>,
R$ 7.553,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.811")>,
R$ 8.770,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.827")>,
R$ 6.774,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.843")>,
R$ 3.050,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.859")>,
R$ 6.849,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.875")>,
R$ 9.186,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.891")>,
R$ 3.987,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.907")>,
R$ 8.773,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.923")>,
R$ 8.158,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.939")>,
R$ 6.155,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.955")>,
R$ 10.935,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.971")>,
R$ 5.522,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.987")>,
R$ 9.993,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1003")>,
R$ 6.297,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1019")>,
R$ 6.609,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1035")>,
R$ 5.651,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1051")>,
R$ 11.346,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1067")>,
R$ 9.621,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1083")>,
R$ 4.645,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1099")>,
R$ 2.744,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1115")>,
R$ 6.290,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1131")>,
R$ 4.314,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1147")>,
R$ 10.579,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1163")>,
R$ 4.888,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1179")>,
R$ 10.936,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1195")>,
R$ 7.689,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1211")>,
R$ 3.029,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1227")>,
R$ 8.459,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1243")>,
R$ 3.566,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1259")>,
R$ 3.069,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1275")>,
R$ 5.778,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1291")>,
R$ 5.400,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1307")>,
R$ 6.073,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1323")>,
R$ 12.082,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1339")>,
R$ 5.092,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1355")>,
R$ 8.168,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1371")>,
R$ 5.322,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1387")>,
R$ 6.789,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1403")>,
R$ 6.555,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1419")>,
R$ 7.291,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1435")>,
R$ 4.452,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1451")>,
R$ 5.524,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1467")>,
R$ 10.108,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1483")>,
R$ 8.505,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1499")>,
R$ 4.250,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1515")>,
R$ 5.662,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1531")>,
R$ 5.571,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1547")>,
R$ 8.969,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1563")>,
R$ 7.504,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1579")>,
R$ 2.901,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1595")>,
R$ 6.164,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1611")>,
R$ 9.851,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1627")>,
R$ 9.812,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1643")>,
R$ 7.249,<selenium.webdriver.remote.webelement.WebElement (session="781f88ff532116b5f1773c31dc448343", element="f.F8E71058C05F1D0EAE85F2540C1C4D54.d.F5EE2CD220B5287F1099FE1C5683D9A4.e.1659")>,
